City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
525,Cherepovets,RU,2022-04-30 23:22:26,59.1333,37.9,29.5,63,39,6.87,scattered clouds
526,Tucumcari,US,2022-04-30 23:23:37,35.1717,-103.725,76.84,8,0,16.11,clear sky
527,Collie,AU,2022-04-30 23:23:38,-33.3667,116.15,48.36,95,0,2.68,clear sky
528,Sinnamary,GF,2022-04-30 23:23:38,5.3833,-52.95,78.19,84,55,10.47,broken clouds
529,The Valley,AI,2022-04-30 23:23:38,18.217,-63.0578,78.66,94,20,5.75,few clouds
530,Colomi,BO,2022-04-30 23:23:39,-17.35,-65.8667,59.02,87,56,4.79,broken clouds
531,Ixtapa,MX,2022-04-30 23:23:40,20.7,-105.2,78.03,69,20,13.8,few clouds
532,Unity,CA,2022-04-30 23:23:40,52.4501,-109.1682,60.26,29,65,6.31,broken clouds
533,Srednekolymsk,RU,2022-04-30 23:23:40,67.45,153.6833,25.84,80,57,4.97,broken clouds
534,Soyo,AO,2022-04-30 23:23:41,-6.1349,12.3689,78.19,87,100,8.32,overcast clouds
535,Orikhiv,UA,2022-04-30 23:23:42,47.5673,35.7858,45.28,70,57,8.32,broken clouds
536,Sindor,RU,2022-04-30 23:23:42,62.8629,51.8905,22.37,92,19,3.85,few clouds
537,Ninghai,CN,2022-04-30 23:23:43,29.2892,121.4247,56.39,87,100,7.16,overcast clouds
538,Statesboro,US,2022-04-30 23:23:43,32.4488,-81.7832,80.13,44,0,6.91,clear sky
539,Gizo,SB,2022-04-30 23:23:44,-8.103,156.8419,84.13,69,72,1.79,broken clouds
540,Gilbues,BR,2022-04-30 23:23:44,-9.8317,-45.3439,79.16,48,100,1.9,overcast clouds
541,Barreirinhas,BR,2022-04-30 23:23:44,-2.7469,-42.8264,76.26,92,77,4.05,broken clouds
542,Biratnagar,NP,2022-04-30 23:23:45,26.4831,87.2834,75.15,64,97,15.48,overcast clouds
543,Miedzyrzec Podlaski,PL,2022-04-30 23:23:45,51.9864,22.7825,45.16,76,79,5.82,broken clouds
544,Deniliquin,AU,2022-04-30 23:23:46,-35.5333,144.9667,56.73,65,27,4.52,scattered clouds
545,Saldanha,ZA,2022-04-30 23:23:46,-33.0117,17.9442,53.65,89,10,11.99,clear sky
546,Kutum,SD,2022-04-30 23:23:46,14.2,24.6667,78.6,13,64,6.13,broken clouds
547,Sibolga,ID,2022-04-30 23:23:47,1.7427,98.7792,76.6,88,97,3.42,overcast clouds
548,Madang,PG,2022-04-30 23:23:47,-5.2246,145.7966,81.43,78,93,2.82,overcast clouds
549,Puerto Colombia,CO,2022-04-30 23:23:48,10.9878,-74.9547,84.29,82,100,12.97,overcast clouds
550,Palera,IN,2022-04-30 23:23:48,25.0167,79.2333,88.59,19,2,6.26,clear sky
551,Qom,IR,2022-04-30 23:20:44,34.6401,50.8764,67.98,48,64,2.46,broken clouds
552,Poltavka,RU,2022-04-30 23:23:49,54.3663,71.7632,44.85,59,93,14.5,overcast clouds
553,Sao Joao Do Paraiso,BR,2022-04-30 23:23:50,-15.3136,-42.0144,71.74,60,63,9.84,broken clouds
554,Dembi Dolo,ET,2022-04-30 23:23:50,8.5333,34.8,60.58,91,100,0.45,overcast clouds
555,Hofn,IS,2022-04-30 23:23:50,64.2539,-15.2082,47.75,70,15,4.72,few clouds
556,Selikhino,RU,2022-04-30 23:23:51,50.3672,137.4996,38.95,66,40,10.25,scattered clouds
557,Ucluelet,CA,2022-04-30 23:23:51,48.9329,-125.5528,57.09,79,60,1.99,broken clouds
558,Abong Mbang,CM,2022-04-30 23:23:52,3.9833,13.1833,68.56,95,80,1.7,light rain
559,Charagua,BO,2022-04-30 23:23:52,-19.8,-63.2167,70.65,62,12,6.64,few clouds
560,Muros,ES,2022-04-30 23:23:52,42.7762,-9.0603,57.83,86,13,4.38,few clouds
561,Chilmari,BD,2022-04-30 23:23:53,25.5559,89.6715,72.14,85,97,7.9,overcast clouds
562,Inuvik,CA,2022-04-30 23:23:54,68.3499,-133.7218,52.56,40,20,9.22,few clouds
563,Avera,US,2022-04-30 23:23:56,33.194,-82.5271,79.56,52,15,7.56,few clouds
564,Corpus Christi,US,2022-04-30 23:23:56,27.8006,-97.3964,84.43,73,40,19.57,scattered clouds
565,Monrovia,LR,2022-04-30 23:23:58,6.3005,-10.7969,81.5,81,68,7.58,broken clouds
566,Bubaque,GW,2022-04-30 23:23:58,11.2833,-15.8333,77.09,72,70,12.44,broken clouds
567,Ramganj Mandi,IN,2022-04-30 23:23:59,24.65,75.9333,87.62,39,3,18.61,clear sky
568,Yelizovo,RU,2022-04-30 23:24:00,53.1873,158.3805,41.14,56,75,11.18,broken clouds
569,Innisfail,AU,2022-04-30 23:24:00,-17.5333,146.0333,75.52,87,63,10.42,light rain
570,Raudeberg,NO,2022-04-30 23:25:08,61.9875,5.1352,41.67,92,43,4.27,scattered clouds
571,Tateyama,JP,2022-04-30 23:25:13,34.9833,139.8667,60.17,72,100,13.65,overcast clouds
572,Berbera,SO,2022-04-30 23:25:13,10.4396,45.0143,83.88,81,77,5.08,broken clouds
573,Zyryanka,RU,2022-04-30 23:25:14,65.75,150.85,27.77,87,66,9.78,broken clouds
574,Morgan City,US,2022-04-30 23:25:14,29.6994,-91.2068,84.0,69,0,9.22,clear sky
575,Bagdarin,RU,2022-04-30 23:25:15,54.4333,113.6,37.24,79,100,2.42,overcast clouds
576,Baloda Bazar,IN,2022-04-30 23:25:15,21.6667,82.1667,88.36,14,42,5.93,scattered clouds
577,Jasper,US,2022-04-30 23:22:02,37.2001,-94.3502,69.24,53,20,17.27,few clouds
578,Labrea,BR,2022-04-30 23:25:16,-7.2586,-64.7981,75.96,91,61,1.39,broken clouds
579,Vila Nova De Milfontes,PT,2022-04-30 23:23:53,37.7238,-8.7828,60.26,89,14,2.51,few clouds
580,Orbetello,IT,2022-04-30 23:25:17,42.4408,11.2196,50.02,74,100,3.29,overcast clouds
581,Tansen,NP,2022-04-30 23:25:17,27.8673,83.5467,59.27,61,19,0.83,few clouds
582,San Lawrenz,MT,2022-04-30 23:25:17,36.0553,14.204,60.85,86,78,5.01,broken clouds
583,Canete,CL,2022-04-30 23:25:18,-37.8,-73.4,47.88,79,0,4.94,clear sky
584,Marshfield,US,2022-04-30 23:25:18,44.6689,-90.1718,45.48,93,100,16.11,thunderstorm with light rain
585,Rawlins,US,2022-04-30 23:25:18,41.7911,-107.2387,55.35,28,0,6.91,clear sky
586,Svetlogorsk,BY,2022-04-30 23:25:19,52.6333,29.7333,39.02,64,21,4.27,few clouds
587,Prince George,CA,2022-04-30 23:25:19,53.9166,-122.753,61.25,30,0,6.91,clear sky
588,Rupert,US,2022-04-30 23:25:20,42.6191,-113.6772,60.75,33,75,14.97,broken clouds
589,El Fuerte,MX,2022-04-30 23:25:20,26.4189,-108.6194,92.84,16,79,13.53,broken clouds
590,Enshi,CN,2022-04-30 23:25:20,30.3,109.4833,55.36,94,100,0.27,overcast clouds
591,Agirish,RU,2022-04-30 23:25:21,61.9247,63.0231,30.43,76,45,9.33,scattered clouds
592,Bridgwater,GB,2022-04-30 23:25:21,51.1284,-3.0036,52.52,79,100,4.36,overcast clouds
593,At-Bashi,KG,2022-04-30 23:25:22,41.1702,75.8106,44.67,57,19,7.54,few clouds
594,Kendrapara,IN,2022-04-30 23:25:22,20.5042,86.416,78.17,94,29,3.4,scattered clouds
595,Zhigansk,RU,2022-04-30 23:25:22,66.7697,123.3711,31.15,96,100,27.0,light snow
596,Imatra,FI,2022-04-30 23:25:23,61.1719,28.7524,37.78,71,100,5.01,overcast clouds
597,Almeirim,BR,2022-04-30 23:25:23,-1.5233,-52.5817,75.36,95,73,2.68,broken clouds
598,Kalabo,ZM,2022-04-30 23:25:24,-14.97,22.6814,60.73,57,1,4.07,clear sky
599,Kloulklubed,PW,2022-04-30 23:25:24,7.0419,134.2556,79.3,74,80,9.8,broken clouds
600,Caucaia,BR,2022-04-30 23:25:25,-3.7361,-38.6531,80.55,76,20,8.05,few clouds
601,Peniche,PT,2022-04-30 23:25:25,39.3558,-9.3811,60.3,92,10,12.33,clear sky
602,Tromso,NO,2022-04-30 23:25:26,69.6496,18.957,30.38,86,75,6.91,broken clouds
603,Swan River,CA,2022-04-30 23:25:26,52.1058,-101.2676,55.29,41,100,14.97,overcast clouds
604,Khor,RU,2022-04-30 23:25:27,47.8861,134.9464,38.05,83,100,13.51,overcast clouds
605,Dolinsk,RU,2022-04-30 23:25:27,47.35,142.8,42.91,50,33,2.28,scattered clouds
606,Vaitape,PF,2022-04-30 23:25:28,-16.5167,-151.75,81.28,72,11,14.07,light rain
607,Fort Dix,US,2022-04-30 23:25:28,40.0298,-74.6185,67.68,21,0,5.75,clear sky
608,Nantucket,US,2022-04-30 23:21:34,41.2835,-70.0995,51.91,69,0,5.75,clear sky
609,Leshukonskoye,RU,2022-04-30 23:25:29,64.8989,45.7622,19.9,94,55,4.0,broken clouds
610,Bar Harbor,US,2022-04-30 23:25:29,44.3876,-68.2039,51.94,55,100,9.22,overcast clouds
611,Khvorostyanka,RU,2022-04-30 23:25:30,52.6096,48.9597,41.85,83,35,9.4,scattered clouds
612,Cabo Rojo,PR,2022-04-30 23:25:30,18.0866,-67.1457,78.39,90,100,1.99,moderate rain
613,Yambio,SS,2022-04-30 23:25:31,4.5721,28.3955,66.09,86,97,5.06,overcast clouds
614,Am Timan,TD,2022-04-30 23:25:31,11.0297,20.2827,90.34,28,73,3.6,broken clouds
615,Rio Grande,BR,2022-04-30 23:25:31,-32.035,-52.0986,58.95,71,46,3.18,scattered clouds
616,Zhoucheng,CN,2022-04-30 23:25:32,35.9122,116.3117,52.84,50,95,8.03,overcast clouds
617,Ulagan,RU,2022-04-30 23:25:32,50.6321,87.9563,42.4,53,100,2.35,overcast clouds
618,Nuuk,GL,2022-04-30 23:25:32,64.1835,-51.7216,27.21,68,20,16.11,few clouds
619,Cockburn Town,TC,2022-04-30 23:25:33,21.4612,-71.1419,76.96,65,40,14.97,scattered clouds
620,Pullman,US,2022-04-30 23:25:33,46.7313,-117.1796,53.83,62,100,13.8,overcast clouds
621,Alekseyevskoye,RU,2022-04-30 23:25:33,55.3071,50.1135,36.79,90,92,7.54,overcast clouds
622,Aripuana,BR,2022-04-30 23:23:58,-9.1667,-60.6333,78.3,76,100,2.06,overcast clouds
623,Manokwari,ID,2022-04-30 23:25:35,-0.8667,134.0833,77.92,85,100,7.74,overcast clouds
624,Panguna,PG,2022-04-30 23:25:35,-6.3164,155.4848,80.42,63,100,1.16,overcast clouds
625,Coihaique,CL,2022-04-30 23:25:35,-45.5752,-72.0662,46.35,81,75,5.75,broken clouds
626,Pemangkat,ID,2022-04-30 23:25:36,1.1667,108.9667,78.51,85,100,4.03,overcast clouds
627,Lata,PT,2022-04-30 23:25:36,40.1629,-8.3327,52.34,87,0,2.04,clear sky
628,Dobsina,SK,2022-04-30 23:25:36,48.8207,20.3699,51.91,77,100,2.15,overcast clouds
629,Oparino,RU,2022-04-30 23:25:37,59.8518,48.2783,21.87,94,13,4.03,few clouds
630,Santa Vitoria Do Palmar,BR,2022-04-30 23:25:37,-33.5189,-53.3681,55.08,73,100,4.97,overcast clouds
631,Derzhavinsk,KZ,2022-04-30 23:25:38,51.1,66.3167,57.67,68,96,8.79,overcast clouds
632,Naze,JP,2022-04-30 23:25:38,28.3667,129.4833,65.32,75,100,16.17,moderate rain
633,Kita,ML,2022-04-30 23:25:39,13.0349,-9.4895,92.1,32,68,0.87,broken clouds
634,Kulhudhuffushi,MV,2022-04-30 23:25:39,6.6221,73.07,85.3,72,100,11.83,overcast clouds
635,Flinders,AU,2022-04-30 23:25:39,-34.5833,150.8552,63.05,71,0,5.99,clear sky
636,Matay,EG,2022-04-30 23:25:40,28.419,30.7792,70.21,49,0,10.33,clear sky
637,Wajima,JP,2022-04-30 23:25:40,37.4,136.9,50.68,93,75,2.3,light intensity shower rain
638,Turukhansk,RU,2022-04-30 23:25:41,65.8167,87.9833,11.16,96,82,7.38,broken clouds
639,Qandala,SO,2022-04-30 23:25:41,11.472,49.8728,85.93,70,20,1.7,few clouds
640,Aksu,CN,2022-04-30 23:25:41,41.1231,80.2644,59.29,20,100,4.99,overcast clouds
641,Loa Janan,ID,2022-04-30 23:25:42,-0.583,117.095,74.79,99,100,2.48,overcast clouds
642,Taonan,CN,2022-04-30 23:25:42,45.3333,122.7833,44.96,32,20,10.56,few clouds
643,Viedma,AR,2022-04-30 23:25:43,-40.8135,-62.9967,54.09,42,92,7.16,overcast clouds
644,Vostok,RU,2022-04-30 23:25:43,46.4856,135.8833,39.42,55,100,7.61,overcast clouds
645,Almenara,BR,2022-04-30 23:25:43,-16.1836,-40.6944,73.8,76,92,1.45,light rain
646,Wajir,KE,2022-04-30 23:25:44,1.7471,40.0573,78.53,80,79,10.71,broken clouds
647,Bonthe,SL,2022-04-30 23:25:44,7.5264,-12.505,80.65,81,61,5.28,broken clouds
648,Ruteng,ID,2022-04-30 23:25:44,-8.6136,120.4721,64.98,85,98,1.68,overcast clouds
649,Seymchan,RU,2022-04-30 23:25:45,62.8833,152.4333,25.05,87,61,4.27,broken clouds
650,Antropovo,RU,2022-04-30 23:25:45,58.3988,43.0066,26.2,86,10,5.06,clear sky
651,Alto Piquiri,BR,2022-04-30 23:25:45,-24.0281,-53.4406,69.1,85,13,6.06,few clouds
652,Toamasina,MG,2022-04-30 23:25:46,-18.1667,49.3833,70.34,91,5,4.29,clear sky
653,Santa Marinella,IT,2022-04-30 23:25:46,42.0345,11.8536,56.71,63,37,4.5,scattered clouds
654,Vung Tau,VN,2022-04-30 23:25:47,10.346,107.0843,80.89,81,100,7.49,light rain
655,Wawa,NG,2022-04-30 23:25:47,9.9022,4.4192,85.26,51,48,3.51,light rain
656,Tadine,NC,2022-04-30 23:25:47,-21.55,167.8833,76.41,84,100,18.25,overcast clouds
657,Sebu,PH,2022-04-30 23:25:48,6.22,124.6936,71.83,89,60,1.34,broken clouds
658,Aleksandrov Gay,RU,2022-04-30 23:25:48,50.147,48.5704,52.07,58,97,8.52,overcast clouds
659,Kargasok,RU,2022-04-30 23:25:48,59.0556,80.8572,29.68,80,99,6.89,overcast clouds
660,Yatou,CN,2022-04-30 23:25:49,37.15,122.3833,52.03,37,16,10.18,few clouds
661,Guisa,CU,2022-04-30 23:25:49,20.255,-76.5386,72.99,86,86,1.99,moderate rain
662,Hirara,JP,2022-04-30 23:25:50,24.8,125.2833,75.06,94,75,14.97,broken clouds
663,Nabire,ID,2022-04-30 23:25:50,-3.3667,135.4833,77.86,87,61,2.8,broken clouds
664,Koraput,IN,2022-04-30 23:25:50,18.8167,82.7167,78.76,35,15,5.08,few clouds
665,Dingle,PH,2022-04-30 23:25:51,10.9995,122.6711,79.32,83,100,6.24,overcast clouds
666,Neiafu,TO,2022-04-30 23:25:51,-18.65,-173.9833,84.88,79,75,0.0,broken clouds
667,Disraeli,CA,2022-04-30 23:25:52,45.9001,-71.3491,45.09,69,93,6.98,overcast clouds
668,Kigoma,TZ,2022-04-30 23:25:52,-4.8769,29.6267,72.3,81,73,3.42,light rain
669,Necochea,AR,2022-04-30 23:25:53,-38.5473,-58.7368,50.11,54,7,8.63,clear sky
670,San Rafael,AR,2022-04-30 23:25:53,-34.6177,-68.3301,58.01,41,0,6.13,clear sky
671,Ambon,ID,2022-04-30 23:25:53,-3.6954,128.1814,84.34,79,40,3.44,scattered clouds
672,Mahajanga,MG,2022-04-30 23:25:54,-15.7167,46.3167,77.11,81,1,8.1,light rain
673,Vitim,RU,2022-04-30 23:25:54,59.4511,112.5578,39.2,99,100,6.49,light rain
674,Nemuro,JP,2022-04-30 23:25:54,43.3236,145.575,40.21,57,97,4.97,overcast clouds
675,Mitsamiouli,KM,2022-04-30 23:25:55,-11.3847,43.2844,77.94,88,42,10.56,heavy intensity rain
676,Pisco,PE,2022-04-30 23:25:55,-13.7,-76.2167,66.25,77,0,20.71,clear sky
677,Alyangula,AU,2022-04-30 23:25:55,-13.8483,136.4192,84.07,70,50,6.91,scattered clouds
678,Axim,GH,2022-04-30 23:21:24,4.8699,-2.2405,80.26,86,82,7.43,broken clouds
679,Lindi,TZ,2022-04-30 23:25:56,-10.0,39.7167,70.25,93,4,4.29,clear sky
680,Melnikovo,RU,2022-04-30 23:25:56,56.5558,84.085,38.25,82,100,9.37,overcast clouds
681,Elizabeth City,US,2022-04-30 23:25:57,36.2946,-76.2511,60.03,74,100,4.61,overcast clouds
682,Sobolevo,RU,2022-04-30 23:25:57,54.4299,31.8996,37.62,68,51,3.83,broken clouds
683,Mogoytuy,RU,2022-04-30 23:25:58,51.2833,114.9167,42.51,76,59,4.83,light rain
684,Kendari,ID,2022-04-30 23:25:58,-3.945,122.4989,77.43,90,27,1.99,scattered clouds
685,Ampanihy,MG,2022-04-30 23:25:59,-24.7,44.75,65.95,88,4,5.73,clear sky
686,Mahanoro,MG,2022-04-30 23:26:00,-19.9,48.8,69.62,87,1,4.21,clear sky
687,Walsrode,DE,2022-04-30 23:26:00,52.8667,9.6,51.1,77,96,5.23,overcast clouds
688,Terrace Bay,CA,2022-04-30 23:26:01,48.7834,-87.1,43.25,80,100,6.8,overcast clouds
689,Cheremushskiy,RU,2022-04-30 23:26:01,61.2731,47.2636,25.38,80,11,4.09,few clouds
690,Pobe,BJ,2022-04-30 23:26:02,6.9801,2.6649,76.05,86,38,4.25,scattered clouds
691,Ust-Kulom,RU,2022-04-30 23:26:02,61.6864,53.6902,28.99,94,100,3.98,overcast clouds
692,Yima,CN,2022-04-30 23:26:02,34.7381,111.8839,50.68,57,100,6.76,overcast clouds
693,Edmundston,CA,2022-04-30 23:26:03,47.3737,-68.3251,45.73,57,100,8.05,overcast clouds
694,Siocon,PH,2022-04-30 23:26:03,7.7061,122.1353,80.67,83,82,4.18,broken clouds
695,Calamar,CO,2022-04-30 23:26:04,10.2511,-74.9146,84.45,74,100,6.58,overcast clouds
696,Port Macquarie,AU,2022-04-30 23:26:05,-31.4333,152.9167,68.9,71,4,9.24,clear sky
697,Galveston,US,2022-04-30 23:26:05,29.3669,-94.9669,84.31,82,75,13.8,broken clouds
